na, original
SL紫水ナス, 
みず茄, 
絹皮水茄子, 
水ナス, 
信越水ナス（しんこし水ナス) , 
絹皮水, 
水の匠, 
ごちそうなす, 
美男なす, 
みずなす, 
しずる, 
夢しずく, 
夏水, 
泉州水ナス, 
サラダ茄子, 
あのみのり, F1
梨茄子, 
（さんぜんナス）, 
