seed, indo-europian britainland, (hinn), items market, medium
Smallanthus sonchifolius, Yakón, (yākonn), , フラクトオリゴ糖
Helianthus tuberosus, ,(kikuimo) , キクイモオリゴ糖（イヌロオリゴ糖）
Stachys sieboldii, , (chorogi), オリゴ糖スタキオース
