Text (font_utf8 to line-2-head), E i ________
じゃがいも　ベーキングパウダー、ミックスイング　// pb1、フライパン　バター　熱火、pb1 フライパン。（Naナトリウムとグルコース）, E i 12643 (aimai)
さつまいも　ベーキングパウダー、ミックスイング　// sb1、フライパン　バター　熱火、sb1 フライパン。（Naナトリウムとグルコース）, E i 12643 (aimai)
さ里芋　ベーキングパウダー、ミックスイング　// satob1、フライパン　バター　熱火、satob1 フライパン。（Naナトリウムとグルコース）, E i 12643 (aimai)
かぼちゃ　ベーキングパウダー、ミックスイング　// kb1、フライパン　バター　熱火、kb1 フライパン。（Naナトリウムとグルコース）, E i 12643 (aimai)
